run_id,model,regime,family_set,family,seed,n_family,n_normal,n_test,positive_rate,precision,recall,f1,roc_auc,accuracy,balanced_accuracy,macro_f1,notes
phase7-recovery-ceiling,svm,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.167169,0.214286,0.187817,0.900137,0.962379,0.596083,0.584281,"one-vs-normal against the frozen half's normal rows; budget 100.00% of the pool, n_ft=105522; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-ceiling,svm,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.947662,0.985629,0.966273,0.994732,0.980119,0.981754,0.976089,"one-vs-normal against the frozen half's normal rows; budget 100.00% of the pool, n_ft=105522; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-ceiling,svm,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.946827,0.988357,0.967146,0.99055,0.980865,0.983118,0.976824,"one-vs-normal against the frozen half's normal rows; budget 100.00% of the pool, n_ft=105522; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-ceiling,svm,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.946305,0.971298,0.958639,0.99301,0.975995,0.974589,0.970865,"one-vs-normal against the frozen half's normal rows; budget 100.00% of the pool, n_ft=105522; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-ceiling,svm,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.940988,0.881183,0.910104,0.989305,0.950239,0.929532,0.937851,"one-vs-normal against the frozen half's normal rows; budget 100.00% of the pool, n_ft=105522; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-ceiling-no_freeze,scratch_mlp,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.980575,0.998285,0.989351,0.999952,0.993899,0.995222,0.992538,"one-vs-normal against the frozen half's normal rows; budget 100.00% of the pool, n_ft=105522; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-ceiling-no_freeze,scratch_mlp,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.979259,0.930799,0.954414,0.995196,0.974701,0.961479,0.968453,"one-vs-normal against the frozen half's normal rows; budget 100.00% of the pool, n_ft=105522; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-ceiling-no_freeze,scratch_mlp,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.979407,0.942282,0.960486,0.9981,0.978019,0.967221,0.97263,"one-vs-normal against the frozen half's normal rows; budget 100.00% of the pool, n_ft=105522; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-ceiling-no_freeze,scratch_mlp,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.980867,0.995443,0.988101,0.997933,0.993104,0.993801,0.991623,"one-vs-normal against the frozen half's normal rows; budget 100.00% of the pool, n_ft=105522; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-ceiling-no_freeze,scratch_mlp,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.582979,0.528958,0.554656,0.978236,0.982757,0.760559,0.772932,"one-vs-normal against the frozen half's normal rows; budget 100.00% of the pool, n_ft=105522; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-ceiling-no_freeze,scratch_mlp,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.980945,0.993208,0.987038,0.998364,0.992463,0.992684,0.990862,"one-vs-normal against the frozen half's normal rows; budget 100.00% of the pool, n_ft=105522; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-ceiling-no_freeze,scratch_mlp,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.980484,0.988357,0.984405,0.997553,0.991076,0.990258,0.989077,"one-vs-normal against the frozen half's normal rows; budget 100.00% of the pool, n_ft=105522; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-ceiling-no_freeze,scratch_mlp,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.980724,0.993821,0.987229,0.999425,0.992636,0.992991,0.991028,"one-vs-normal against the frozen half's normal rows; budget 100.00% of the pool, n_ft=105522; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-ceiling-no_freeze,scratch_mlp,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.980386,0.979015,0.9797,0.998239,0.988402,0.985587,0.985791,"one-vs-normal against the frozen half's normal rows; budget 100.00% of the pool, n_ft=105522; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,decision_tree,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.330915,0.943497,0.489979,0.67127,0.442382,0.593609,0.437483,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,decision_tree,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.263947,0.681955,0.380589,0.526149,0.368411,0.462838,0.368166,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,decision_tree,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.280884,0.746487,0.40818,0.499274,0.386267,0.495104,0.385424,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,decision_tree,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.115462,0.244502,0.156853,0.260493,0.243945,0.244111,0.235791,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,decision_tree,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.014079,0.521236,0.027418,0.45863,0.249353,0.382478,0.208119,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,decision_tree,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.133581,0.286938,0.182296,0.234125,0.256208,0.265329,0.25008,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,decision_tree,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.084983,0.176252,0.114674,0.210484,0.224494,0.209986,0.212375,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,decision_tree,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.064242,0.12936,0.085849,0.191683,0.210966,0.18654,0.195904,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,decision_tree,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.087192,0.180474,0.117578,0.224739,0.225641,0.212097,0.213851,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,dummy,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.283893,1.0,0.442238,0.5,0.283893,0.5,0.221119,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,dummy,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.284529,1.0,0.443009,0.5,0.284529,0.5,0.221504,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,dummy,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.283524,1.0,0.44179,0.5,0.283524,0.5,0.220895,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,dummy,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.287628,1.0,0.446756,0.5,0.287628,0.5,0.223378,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,dummy,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.020299,1.0,0.039791,0.5,0.020299,0.5,0.019896,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,dummy,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.288945,1.0,0.448343,0.5,0.288945,0.5,0.224171,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,dummy,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.284958,1.0,0.443529,0.5,0.284958,0.5,0.221765,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,dummy,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.286407,1.0,0.445283,0.5,0.286407,0.5,0.222641,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,dummy,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.285857,1.0,0.444617,0.5,0.285857,0.5,0.222309,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,random_forest,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.001217,0.002422,0.00162,0.137977,0.152789,0.107411,0.13291,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,random_forest,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.193925,0.476463,0.275655,0.339341,0.287534,0.344432,0.287342,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,random_forest,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.0487,0.10189,0.065902,0.128047,0.181068,0.157145,0.168427,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,random_forest,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.291727,0.803448,0.428036,0.541941,0.382402,0.507924,0.378445,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,random_forest,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.016631,0.642857,0.032423,0.497063,0.221138,0.427629,0.190338,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,random_forest,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.03707,0.074614,0.049531,0.125778,0.172587,0.143507,0.158482,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,random_forest,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.003088,0.006123,0.004106,0.138396,0.15362,0.109261,0.134103,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,random_forest,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.00721,0.014252,0.009576,0.043646,0.155649,0.113326,0.136874,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,random_forest,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.129647,0.293095,0.179773,0.224542,0.235467,0.252747,0.231926,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,scratch_logreg,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.000301,0.000404,0.000345,0.113569,0.335338,0.234262,0.251256,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,scratch_logreg,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.377073,0.809596,0.51451,0.573648,0.56528,0.638858,0.560473,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,scratch_logreg,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.0542,0.077024,0.063627,0.186309,0.357235,0.272572,0.287148,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,scratch_logreg,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.244703,0.426788,0.311058,0.468015,0.456232,0.447454,0.430965,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,scratch_logreg,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.030619,0.810811,0.059009,0.665856,0.475076,0.639465,0.347512,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,scratch_logreg,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.069098,0.097155,0.080759,0.371173,0.360932,0.282638,0.295486,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,scratch_logreg,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.0,0.0,0.0,0.005786,0.334725,0.23406,0.250782,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,scratch_logreg,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.02307,0.031294,0.02656,0.065112,0.34301,0.249707,0.265375,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,scratch_logreg,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.127264,0.193764,0.153627,0.182386,0.389693,0.330942,0.33821,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,scratch_mlp,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.00065,0.00111,0.00082,0.102356,0.232019,0.162335,0.188574,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,scratch_mlp,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.120456,0.232951,0.158799,0.223053,0.297779,0.278256,0.278073,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,scratch_mlp,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.060657,0.110381,0.078291,0.14541,0.263119,0.216971,0.232246,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,scratch_mlp,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.311189,0.756885,0.441045,0.397514,0.448196,0.540223,0.448106,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,scratch_mlp,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.024065,0.805019,0.046733,0.55141,0.333333,0.56429,0.267085,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,scratch_mlp,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.161036,0.31952,0.214144,0.282382,0.322393,0.32154,0.309287,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,scratch_mlp,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.0,0.0,0.0,0.120876,0.231359,0.16178,0.187889,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,scratch_mlp,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.016688,0.028603,0.021078,0.061554,0.239082,0.176081,0.199376,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,scratch_mlp,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.056674,0.101529,0.072743,0.120867,0.260091,0.212544,0.228601,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,svm,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.0003,0.000404,0.000344,0.097528,0.334135,0.233422,0.25058,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,svm,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.209213,0.354959,0.26326,0.458215,0.43472,0.410699,0.40235,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,svm,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.054039,0.077024,0.063516,0.178981,0.356031,0.271732,0.286409,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,svm,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.289761,0.539132,0.376935,0.437917,0.487348,0.502786,0.470727,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,svm,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.03137,0.833977,0.060466,0.641933,0.473901,0.650208,0.347565,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,svm,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.04105,0.056206,0.047447,0.259195,0.347905,0.261323,0.275859,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,svm,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.0,0.0,0.0,0.003592,0.333524,0.23322,0.250107,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,svm,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.022282,0.030297,0.025679,0.078211,0.341525,0.248368,0.264203,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.00,svm,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.076311,0.110123,0.090151,0.149612,0.364584,0.288281,0.30099,"one-vs-normal against the frozen half's normal rows; budget 0.00% of the pool, n_ft=0; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,decision_tree,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.914563,0.997982,0.954453,0.989634,0.97296,0.980511,0.967613,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,decision_tree,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.913532,0.981895,0.946481,0.985414,0.968405,0.972467,0.962033,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,decision_tree,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.91016,0.946225,0.927842,0.98399,0.958272,0.954632,0.949246,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,decision_tree,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.916053,0.99891,0.955689,0.984377,0.973357,0.980975,0.968321,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,decision_tree,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.306306,0.787645,0.441081,0.96414,0.95948,0.875342,0.710029,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,decision_tree,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.916433,0.997441,0.955222,0.986071,0.97298,0.98024,0.967937,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,decision_tree,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.91465,0.993877,0.952619,0.986819,0.971827,0.978459,0.966287,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,decision_tree,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.915562,0.998505,0.955237,0.985525,0.973197,0.980773,0.968054,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,decision_tree,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.915284,0.997602,0.954672,0.989064,0.97292,0.980321,0.967682,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,dummy,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.283893,1.0,0.442238,0.5,0.283893,0.5,0.221119,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,dummy,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.284529,1.0,0.443009,0.5,0.284529,0.5,0.221504,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,dummy,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.283524,1.0,0.44179,0.5,0.283524,0.5,0.220895,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,dummy,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.287628,1.0,0.446756,0.5,0.287628,0.5,0.223378,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,dummy,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.020299,1.0,0.039791,0.5,0.020299,0.5,0.019896,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,dummy,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.288945,1.0,0.448343,0.5,0.288945,0.5,0.224171,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,dummy,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.284958,1.0,0.443529,0.5,0.284958,0.5,0.221765,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,dummy,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.286407,1.0,0.445283,0.5,0.286407,0.5,0.222641,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,dummy,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.285857,1.0,0.444617,0.5,0.285857,0.5,0.222309,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,random_forest,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.909233,0.999596,0.952276,0.999409,0.971556,0.980018,0.966008,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,random_forest,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.908477,0.987427,0.946308,0.994914,0.968119,0.973934,0.961818,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,random_forest,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.908747,0.995552,0.950171,0.996721,0.970395,0.977996,0.964557,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
