run_id,model,regime,family_set,family,seed,n_family,n_normal,n_test,positive_rate,precision,recall,f1,roc_auc,accuracy,balanced_accuracy,macro_f1,notes
phase7-recovery-f0.01,random_forest,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.910603,0.998019,0.952309,0.998671,0.971249,0.979229,0.965865,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,random_forest,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.330399,0.942085,0.489223,0.984153,0.960067,0.951262,0.734222,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,random_forest,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.911245,0.999508,0.953338,0.998331,0.971728,0.979974,0.966529,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,random_forest,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.909565,0.998394,0.951912,0.998884,0.971255,0.979417,0.965706,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,random_forest,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.910221,0.999302,0.952684,0.999204,0.97157,0.979871,0.966183,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,random_forest,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.909952,0.998701,0.952263,0.998057,0.971377,0.97957,0.965912,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,scratch_logreg,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.939319,0.999596,0.968521,0.997677,0.981553,0.986998,0.977737,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,scratch_logreg,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.927544,0.82408,0.872756,0.976134,0.93163,0.89924,0.913007,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,scratch_logreg,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.932589,0.894976,0.913396,0.968216,0.951881,0.934688,0.940041,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,scratch_logreg,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.938574,0.968793,0.953444,0.989743,0.972787,0.971597,0.96711,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,scratch_logreg,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.262673,0.440154,0.329004,0.901907,0.963555,0.707277,0.655137,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,scratch_logreg,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.939996,0.986908,0.962881,0.994337,0.978014,0.980654,0.973631,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,scratch_logreg,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.928818,0.838201,0.881186,0.989014,0.935589,0.906301,0.918502,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,scratch_logreg,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.938438,0.972294,0.955066,0.993165,0.973797,0.973347,0.968286,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,scratch_logreg,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.931741,0.872989,0.901408,0.983146,0.945411,0.923694,0.931832,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,scratch_mlp,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.690546,0.992029,0.814278,0.981583,0.87153,0.907895,0.85804,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,scratch_mlp,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.67363,0.914705,0.775872,0.928463,0.849637,0.869233,0.831371,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,scratch_mlp,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.667672,0.894774,0.764719,0.909325,0.843894,0.859267,0.823959,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,scratch_mlp,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.454095,0.363087,0.403523,0.819104,0.691258,0.593423,0.597625,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,scratch_mlp,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.071248,0.65251,0.128468,0.75146,0.820284,0.738135,0.51414,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,scratch_mlp,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.531974,0.492962,0.511725,0.778729,0.728178,0.658361,0.661696,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,scratch_mlp,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.686026,0.966275,0.802384,0.934619,0.864371,0.895018,0.84957,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,scratch_mlp,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.322675,0.209189,0.253824,0.85351,0.647742,0.516474,0.511638,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,scratch_mlp,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.513955,0.465574,0.48857,0.881782,0.72137,0.644667,0.648548,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,svm,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.940361,0.999092,0.968837,0.998206,0.981754,0.986986,0.977969,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,svm,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.928105,0.815429,0.868127,0.973454,0.929512,0.895155,0.910014,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,svm,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.933163,0.886283,0.909119,0.967111,0.949761,0.930582,0.937202,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,svm,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.939731,0.970081,0.954665,0.990379,0.9735,0.972481,0.967972,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,svm,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.234146,0.370656,0.286996,0.890827,0.962615,0.672768,0.6339,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,svm,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.941011,0.986121,0.963038,0.994952,0.978128,0.9805,0.973753,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,svm,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.928179,0.814614,0.867697,0.981264,0.929211,0.894747,0.909687,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,svm,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.939452,0.971098,0.955013,0.9885,0.973797,0.972989,0.968264,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.01,svm,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.933248,0.877386,0.904455,0.985098,0.947011,0.926133,0.933897,"one-vs-normal against the frozen half's normal rows; budget 1.00% of the pool, n_ft=1055; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,decision_tree,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.921587,0.998487,0.958497,0.993722,0.975452,0.982403,0.970534,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,decision_tree,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.920401,0.97928,0.948928,0.990128,0.970007,0.9728,0.963849,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,decision_tree,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.919771,0.97574,0.94693,0.991075,0.968991,0.97103,0.962513,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,decision_tree,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.922887,0.998316,0.959121,0.993073,0.975523,0.982318,0.970826,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,decision_tree,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.317666,0.756757,0.447489,0.973768,0.962066,0.861538,0.713924,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,decision_tree,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.923238,0.99685,0.958633,0.992023,0.975142,0.981585,0.970433,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,decision_tree,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.921631,0.993877,0.956392,0.991695,0.974173,0.980099,0.969022,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,decision_tree,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.922432,0.997907,0.958686,0.993195,0.975367,0.982114,0.970569,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,decision_tree,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.922109,0.996103,0.957679,0.992176,0.974834,0.981211,0.969886,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,dummy,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.283893,1.0,0.442238,0.5,0.283893,0.5,0.221119,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,dummy,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.284529,1.0,0.443009,0.5,0.284529,0.5,0.221504,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,dummy,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.283524,1.0,0.44179,0.5,0.283524,0.5,0.220895,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,dummy,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.287628,1.0,0.446756,0.5,0.287628,0.5,0.223378,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,dummy,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.020299,1.0,0.039791,0.5,0.020299,0.5,0.019896,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,dummy,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.288945,1.0,0.448343,0.5,0.288945,0.5,0.224171,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,dummy,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.284958,1.0,0.443529,0.5,0.284958,0.5,0.221765,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,dummy,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.286407,1.0,0.445283,0.5,0.286407,0.5,0.222641,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,dummy,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.285857,1.0,0.444617,0.5,0.285857,0.5,0.222309,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,random_forest,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.945149,0.999697,0.971658,0.99944,0.983444,0.988349,0.979982,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,random_forest,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.944923,0.992255,0.968011,0.997747,0.981341,0.984628,0.97742,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,random_forest,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.944939,0.997473,0.970496,0.998682,0.982805,0.987236,0.979181,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,random_forest,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.94602,0.998316,0.971464,0.999061,0.983131,0.987658,0.979745,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,random_forest,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.458058,0.938224,0.615579,0.988425,0.976213,0.957612,0.801653,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,random_forest,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.946382,0.999016,0.971987,0.999106,0.983361,0.988008,0.980077,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,random_forest,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.945347,0.998294,0.971099,0.999326,0.983068,0.987647,0.979563,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,random_forest,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.945709,0.998206,0.971248,0.99935,0.983074,0.987603,0.979627,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,random_forest,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.945477,0.996403,0.970272,0.998552,0.982546,0.986701,0.978959,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,scratch_logreg,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.940657,0.999596,0.969232,0.999458,0.981983,0.987298,0.978247,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,scratch_logreg,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.929138,0.824281,0.873574,0.976497,0.932116,0.89964,0.913588,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,scratch_logreg,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.934009,0.894168,0.913654,0.97199,0.952082,0.934584,0.940247,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,scratch_logreg,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.93999,0.969883,0.954703,0.989197,0.973528,0.972442,0.968001,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,scratch_logreg,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.262972,0.430502,0.326501,0.917747,0.963947,0.702751,0.653989,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,scratch_logreg,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.941309,0.986711,0.963476,0.993881,0.978384,0.980856,0.974063,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,scratch_logreg,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.940629,0.993877,0.96652,0.990638,0.980379,0.984439,0.976322,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,scratch_logreg,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.939805,0.972494,0.95587,0.994386,0.974282,0.973747,0.968862,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,scratch_logreg,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.934287,0.887978,0.910544,0.990018,0.950124,0.931489,0.937984,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,scratch_mlp,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.779133,0.992332,0.872903,0.995188,0.917963,0.940406,0.906169,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,scratch_mlp,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.766929,0.922752,0.837655,0.964807,0.898231,0.905616,0.881771,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,scratch_mlp,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.758886,0.886991,0.817953,0.942122,0.888058,0.887735,0.868567,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,scratch_mlp,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.771831,0.934317,0.845337,0.941057,0.901664,0.911399,0.886627,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,scratch_mlp,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.078956,0.46139,0.134838,0.759768,0.87981,0.674935,0.535129,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,scratch_mlp,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.773315,0.936214,0.847003,0.940037,0.902273,0.912347,0.887605,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,scratch_mlp,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.727335,0.746462,0.736774,0.952968,0.848011,0.817471,0.814967,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,scratch_mlp,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.777937,0.97339,0.864757,0.976253,0.912799,0.930935,0.900206,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,scratch_mlp,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.772853,0.947936,0.851488,0.976539,0.905476,0.918208,0.891082,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,svm,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.942267,0.999596,0.970086,0.99971,0.982498,0.987658,0.978858,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,svm,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.930747,0.820559,0.872187,0.976198,0.931572,0.89814,0.912733,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,svm,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.93574,0.89346,0.914111,0.971181,0.952397,0.93459,0.940593,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,svm,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.941724,0.971765,0.956509,0.988621,0.974583,0.973743,0.969277,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,svm,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.237437,0.364865,0.287671,0.917491,0.96332,0.670292,0.634423,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,svm,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.942838,0.98553,0.963712,0.994223,0.978555,0.980625,0.974246,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,svm,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.94224,0.993877,0.96737,0.990351,0.980894,0.984799,0.976931,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,svm,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.941404,0.971896,0.956407,0.989736,0.974625,0.973808,0.969255,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.05,svm,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.935439,0.878885,0.906281,0.98829,0.948039,0.927302,0.935168,"one-vs-normal against the frozen half's normal rows; budget 5.00% of the pool, n_ft=5276; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.10,decision_tree,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.951672,0.999395,0.97495,0.995261,0.98542,0.989637,0.982334,"one-vs-normal against the frozen half's normal rows; budget 10.00% of the pool, n_ft=10552; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
